pts,fga,fga3,fgm,fgm3,fta,ftm,ast,blk,stl,dreb,oreb,reb,pf,tf,tov,mins_played,grade_level,division,first_name,last_name,height_in,school,conference,position,season_x,applied,drafted
14.0,10.0,9.0,4.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,24.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
14.0,8.0,6.0,4.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,35.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
14.0,9.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,32.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
15.0,8.0,6.0,4.0,4.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,28.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
15.0,6.0,4.0,3.0,1.0,8.0,8.0,2.0,0.0,0.0,6.0,0.0,6.0,4.0,0.0,2.0,28.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
15.0,7.0,5.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,27.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
16.0,9.0,7.0,4.0,3.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,30.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
18.0,7.0,6.0,3.0,3.0,10.0,9.0,2.0,1.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,30.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
18.0,12.0,10.0,6.0,5.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,32.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
21.0,12.0,8.0,6.0,4.0,5.0,5.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,1.0,33.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
22.0,10.0,8.0,5.0,4.0,9.0,8.0,1.0,0.0,1.0,7.0,1.0,8.0,1.0,0.0,4.0,36.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
22.0,11.0,9.0,6.0,5.0,5.0,5.0,1.0,0.0,1.0,4.0,1.0,5.0,4.0,0.0,0.0,30.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
22.0,14.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,4.0,33.0,1.0,1.0,Fletcher,Magee,4.0,Wofford,SoCon,G,2015.0,0.0,0.0
23.0,7.0,7.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
24.0,14.0,14.0,8.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,11.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,13.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,Jake,Straughan,1.0,Idaho,Big Sky,G,2015.0,0.0,0.0
26.0,23.0,7.0,7.0,0.0,14.0,12.0,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,4.0,38.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
24.0,21.0,8.0,8.0,1.0,9.0,7.0,0.0,0.0,2.0,9.0,1.0,10.0,2.0,0.0,5.0,42.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
28.0,23.0,7.0,10.0,3.0,7.0,5.0,1.0,0.0,1.0,3.0,3.0,6.0,4.0,0.0,4.0,40.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
24.0,17.0,5.0,6.0,2.0,16.0,10.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0,43.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
28.0,16.0,4.0,8.0,1.0,16.0,11.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,38.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
29.0,26.0,3.0,10.0,2.0,10.0,7.0,5.0,1.0,4.0,6.0,0.0,6.0,2.0,0.0,4.0,39.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
40.0,39.0,9.0,16.0,3.0,13.0,5.0,2.0,0.0,1.0,15.0,2.0,17.0,3.0,0.0,6.0,50.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
32.0,29.0,13.0,9.0,4.0,17.0,10.0,2.0,0.0,1.0,12.0,3.0,15.0,5.0,0.0,4.0,40.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
24.0,25.0,2.0,8.0,1.0,12.0,7.0,3.0,0.0,1.0,6.0,1.0,7.0,2.0,0.0,3.0,39.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
26.0,16.0,5.0,9.0,3.0,6.0,5.0,4.0,2.0,1.0,11.0,1.0,12.0,0.0,0.0,9.0,40.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
29.0,18.0,3.0,9.0,0.0,15.0,11.0,2.0,0.0,0.0,5.0,4.0,9.0,2.0,0.0,7.0,40.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
5.0,8.0,3.0,1.0,0.0,4.0,3.0,2.0,3.0,0.0,13.0,2.0,15.0,2.0,0.0,4.0,27.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
7.0,12.0,4.0,2.0,0.0,4.0,3.0,0.0,0.0,1.0,5.0,1.0,6.0,1.0,0.0,3.0,31.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
7.0,10.0,3.0,2.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,5.0,39.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
9.0,12.0,1.0,2.0,0.0,6.0,5.0,2.0,1.0,0.0,3.0,1.0,4.0,2.0,0.0,3.0,27.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
11.0,13.0,1.0,3.0,0.0,8.0,5.0,0.0,1.0,0.0,3.0,1.0,4.0,3.0,0.0,4.0,33.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
12.0,14.0,6.0,3.0,2.0,4.0,4.0,4.0,0.0,0.0,8.0,2.0,10.0,4.0,0.0,2.0,39.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
13.0,11.0,4.0,2.0,1.0,11.0,8.0,2.0,0.0,1.0,7.0,0.0,7.0,2.0,0.0,3.0,37.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
13.0,12.0,2.0,5.0,0.0,4.0,3.0,1.0,0.0,1.0,5.0,1.0,6.0,3.0,0.0,4.0,27.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
13.0,7.0,4.0,4.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,2.0,23.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
15.0,18.0,3.0,6.0,1.0,7.0,2.0,2.0,0.0,0.0,5.0,1.0,6.0,3.0,0.0,3.0,37.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
17.0,16.0,4.0,7.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,3.0,9.0,1.0,0.0,4.0,35.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
18.0,23.0,4.0,7.0,0.0,8.0,4.0,0.0,0.0,2.0,4.0,3.0,7.0,4.0,0.0,2.0,39.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
18.0,13.0,5.0,4.0,0.0,13.0,10.0,1.0,0.0,3.0,11.0,0.0,11.0,1.0,0.0,8.0,40.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
19.0,14.0,5.0,7.0,4.0,3.0,1.0,2.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,3.0,39.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
20.0,14.0,3.0,8.0,3.0,2.0,1.0,4.0,0.0,0.0,7.0,3.0,10.0,4.0,0.0,6.0,36.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
21.0,17.0,6.0,5.0,2.0,13.0,9.0,2.0,0.0,1.0,5.0,2.0,7.0,1.0,0.0,4.0,37.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
22.0,20.0,5.0,8.0,2.0,9.0,4.0,2.0,1.0,0.0,6.0,2.0,8.0,3.0,0.0,6.0,32.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
22.0,18.0,2.0,9.0,0.0,8.0,4.0,2.0,0.0,1.0,4.0,0.0,4.0,3.0,0.0,4.0,38.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
22.0,15.0,4.0,7.0,1.0,9.0,7.0,0.0,0.0,3.0,6.0,1.0,7.0,3.0,0.0,3.0,37.0,1.0,1.0,Dikembe,Dixson,7.0,UIC,Horizon,F,2015.0,0.0,0.0
25.0,10.0,4.0,7.0,3.0,9.0,8.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,4.0,28.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
24.0,14.0,10.0,9.0,6.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,34.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
24.0,17.0,7.0,9.0,2.0,5.0,4.0,1.0,0.0,2.0,7.0,2.0,9.0,0.0,0.0,2.0,30.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
25.0,15.0,10.0,8.0,5.0,5.0,4.0,7.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,32.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
26.0,15.0,10.0,7.0,5.0,7.0,7.0,0.0,0.0,0.0,4.0,3.0,7.0,2.0,0.0,0.0,34.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
5.0,12.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,25.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
5.0,14.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,32.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
6.0,10.0,6.0,1.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,6.0,2.0,0.0,0.0,27.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
6.0,12.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,28.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
8.0,14.0,5.0,1.0,0.0,6.0,6.0,1.0,0.0,0.0,3.0,3.0,6.0,4.0,0.0,0.0,32.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
8.0,9.0,5.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,7.0,1.0,8.0,1.0,0.0,3.0,26.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
9.0,12.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,32.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
10.0,8.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,33.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
11.0,12.0,6.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,6.0,0.0,6.0,1.0,0.0,2.0,29.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
13.0,13.0,5.0,4.0,1.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,28.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
13.0,14.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,29.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
13.0,12.0,6.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,8.0,3.0,0.0,1.0,30.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
14.0,11.0,5.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,2.0,3.0,5.0,3.0,0.0,5.0,26.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
14.0,11.0,4.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,24.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
14.0,13.0,7.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,4.0,0.0,3.0,27.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
14.0,9.0,5.0,4.0,2.0,5.0,4.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,32.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
17.0,12.0,7.0,7.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,7.0,1.0,0.0,3.0,28.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
17.0,15.0,7.0,6.0,2.0,4.0,3.0,0.0,0.0,2.0,6.0,1.0,7.0,4.0,0.0,2.0,30.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
18.0,19.0,8.0,8.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,3.0,29.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
18.0,13.0,5.0,6.0,1.0,5.0,5.0,1.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,2.0,29.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
18.0,14.0,5.0,7.0,1.0,3.0,3.0,3.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,25.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
18.0,10.0,7.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,25.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
19.0,12.0,4.0,7.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,1.0,33.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
20.0,16.0,6.0,8.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,4.0,5.0,1.0,0.0,2.0,32.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
21.0,12.0,6.0,7.0,4.0,3.0,3.0,2.0,0.0,1.0,7.0,0.0,7.0,2.0,0.0,2.0,34.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
21.0,10.0,7.0,6.0,5.0,4.0,4.0,1.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,2.0,33.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
22.0,14.0,5.0,8.0,3.0,4.0,3.0,2.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,32.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
22.0,17.0,12.0,7.0,6.0,3.0,2.0,1.0,0.0,2.0,4.0,3.0,7.0,1.0,0.0,1.0,41.0,1.0,1.0,James,Blackmon Jr.,4.0,Indiana,Big Ten,G,2014.0,0.0,0.0
23.0,18.0,8.0,8.0,3.0,5.0,4.0,1.0,0.0,2.0,6.0,1.0,7.0,0.0,0.0,3.0,38.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
25.0,16.0,3.0,8.0,0.0,11.0,9.0,1.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,3.0,39.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
34.0,17.0,8.0,11.0,5.0,8.0,7.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,1.0,35.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
25.0,13.0,4.0,9.0,0.0,10.0,7.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,33.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
4.0,9.0,5.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,4.0,1.0,5.0,2.0,0.0,7.0,31.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
5.0,6.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,2.0,25.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
6.0,9.0,5.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,5.0,0.0,5.0,4.0,0.0,2.0,31.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
7.0,10.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,4.0,3.0,0.0,1.0,28.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
8.0,8.0,3.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,7.0,0.0,7.0,5.0,0.0,2.0,17.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
8.0,10.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,28.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
9.0,10.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,3.0,0.0,3.0,25.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
10.0,11.0,3.0,3.0,0.0,5.0,4.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,37.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
11.0,10.0,3.0,4.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,35.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
11.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,4.0,25.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
11.0,10.0,4.0,3.0,1.0,4.0,4.0,1.0,0.0,0.0,8.0,0.0,8.0,2.0,0.0,2.0,35.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
12.0,13.0,4.0,3.0,1.0,6.0,5.0,4.0,1.0,4.0,4.0,2.0,6.0,3.0,0.0,2.0,37.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
12.0,10.0,5.0,3.0,1.0,7.0,5.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,1.0,28.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
13.0,10.0,3.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,25.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
13.0,10.0,3.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,8.0,0.0,8.0,4.0,0.0,2.0,34.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
15.0,5.0,2.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,25.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
15.0,18.0,6.0,6.0,2.0,2.0,1.0,2.0,1.0,0.0,7.0,2.0,9.0,1.0,0.0,0.0,37.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
15.0,12.0,5.0,6.0,2.0,2.0,1.0,3.0,0.0,2.0,5.0,0.0,5.0,4.0,0.0,4.0,35.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
16.0,12.0,3.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,11.0,1.0,0.0,2.0,35.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
17.0,13.0,7.0,6.0,4.0,4.0,1.0,2.0,1.0,0.0,10.0,0.0,10.0,3.0,0.0,6.0,34.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
17.0,12.0,3.0,7.0,1.0,5.0,2.0,1.0,0.0,1.0,4.0,1.0,5.0,2.0,0.0,2.0,35.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
17.0,9.0,2.0,5.0,0.0,7.0,7.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,1.0,28.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
18.0,15.0,5.0,7.0,3.0,1.0,1.0,4.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,1.0,36.0,1.0,1.0,Kevin,Knox,9.0,Kentucky,SEC,F,2017.0,0.0,0.0
