grade_level,division,first_name,last_name,jersey_no,height_in,season,class_desc,xml_name,school,conference,height_ft,conference_id,player_id,position,team_code
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",AUM,Gulf South,0,858,-101,None,30093
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",BYU,WCC,0,922,-101,None,77
0,1,Davin,Guinn,24,5,2015,---,"GUINN,DAVIN",BYU,WCC,6,922,1750670,None,77
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Coe,American Rivers,0,864,-101,None,150
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",DBU,Heartland,0,28723,-101,None,1045
0,1,Osasumwen,Osaghae,34,7,2016,---,"OSAGHAE,OSASUMWEN",FIU,C-USA,6,24312,1863715,None,231
0,1,Elmo,Stephen,5,7,2015,---,"STEPHEN,ELMO",FIU,C-USA,6,24312,1750205,None,231
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",FIU,C-USA,0,24312,-101,None,231
0,1,Kasper,Christensen,21,,2017,---,"CHRISTENSEN,KASPER",FIU,C-USA,,24312,1967975,None,231
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",IIT,NACC,0,30097,-101,None,30172
0,3,Heath,Sheridan,42,,2018,---,Heath Sheridan,IIT,NACC,,30097,2106300,None,30172
0,3,Guy,Ostroff,31,,2018,---,Guy Ostroff,IIT,NACC,,30097,2106299,None,30172
0,3,Ben,Wagner,4,,2018,---,Ben Wagner,IIT,NACC,,30097,2106301,None,30172
0,1,Kieran,Hayward,5,4,2016,---,"HAYWARD,KIERAN",LSU,SEC,6,911,1857612,None,365
0,1,Opponent Stats,Do Not Modify,-101,0,2017,---,"DO NOT MODIFY,OPPONENT TEAM STAT",LSU,SEC,0,911,-101,None,365
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",LSU,SEC,0,911,-101,None,365
0,1,Reed,Vial,15,,2016,---,"VIAL,REED",LSU,SEC,,911,1860736,None,365
0,1,Marshall,Graves,12,,2016,---,"GRAVES,MARSHALL",LSU,SEC,,911,1860737,None,365
0,1,Elbert,Robinson Iii,3,1,2014,---,"ROBINSON III,ELBERT",LSU,SEC,7,911,1635916,C,365
0,1,Skylar,Mays,4,,2016,---,"MAYS,SKYLAR",LSU,SEC,,911,1857610,G,365
0,1,Aaron,Epps,21,9,2014,---,"EPPS,AARON",LSU,SEC,6,911,1635918,None,365
0,1,Branden,Jenkins,10,,2016,---,"JENKINS,BRANDEN",LSU,SEC,,911,1863792,None,365
0,1,Duop,Reath,1,,2016,---,"REATH,DUOP",LSU,SEC,,911,1857611,F,365
0,1,Randy,Onwuasor,14,,2017,---,"ONWUASOR,RANDY",LSU,SEC,,911,1968032,None,365
0,1,Keith,Hornsby,4,4,2014,---,"HORNSBY,KEITH",LSU,SEC,6,911,1635920,G,365
0,1,Josh,Gray,5,1,2014,---,"GRAY,JOSH",LSU,SEC,6,911,1635917,G,365
0,1,Wayde,Sims,44,,2016,---,"SIMS,WAYDE",LSU,SEC,,911,1857613,None,365
0,1,Jalyn,Patterson,15,1,2014,---,"PATTERSON,JALYN",LSU,SEC,6,911,1635919,None,365
0,1,Craig,Victor,32,,2015,---,"II,CRAIG VICTOR",LSU,SEC,,911,1750321,None,365
0,1,Mayan,Kiir,35,,2017,---,"KIIR,MAYAN",LSU,SEC,,911,1971502,None,365
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Lee,Gulf South,0,858,-101,None,30013
0,2,Leander,Ridgeway,20,4,2016,---,"RIDGEWAY JR,LEANDER",Lee,Gulf South,6,858,1863827,G,30013
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",MIT,NEWMAC,0,890,-101,None,398
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",NYU,UAA,0,1471,-101,None,479
0,3,Will,Avis,42,0,2015,---,"AVIS,WILL",RIT,Liberty League,4,24197,1746384,None,580
0,3,Marcel,Davis,12,5,2015,---,"DAVIS,MARCEL",RIT,Liberty League,6,24197,1746382,None,580
0,3,Justin,Schneider,33,6,2015,---,"SCHNEIDER,JUSTIN",RIT,Liberty League,6,24197,1746383,None,580
0,3,Randy,Golda,10,,2015,---,"GOLDA,RANDY",RIT,Liberty League,,24197,1748473,None,580
0,3,DJ,Walker,1,1,2015,---,"WALKER,DJ",RIT,Liberty League,6,24197,1746381,None,580
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",RIT,Liberty League,0,24197,-101,None,580
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",SFA,Southland,0,914,-101,None,676
0,1,Edward,Ruiz,33,,2018,---,Edward Ruiz,SFA,Southland,,914,2114726,None,676
0,1,Davonte,Fitzgerald,4,8,2018,---,"FITZGERALD,DAVONTE",SFA,Southland,6,914,1850371,F,676
0,1,Khiorie,Stewart,35,,2016,---,"STEWART,KHIORIE",SFA,Southland,,914,1862308,None,676
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",SMU,AAC,0,823,-101,None,663
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",TCU,Big 12,0,25354,-101,None,698
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UAB,C-USA,0,24312,-101,None,9
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UCF,AAC,0,823,-101,None,128
0,1,Marissa,Grossfeld,24,,2015,---,"GROSSFELD,MARISSA",UIC,Horizon,,881,1748082,None,302
0,1,Imani,Moore,22,,2015,---,"MOORE,IMANI",UIC,Horizon,,881,1748078,None,302
0,1,Kendyl,Nunn,25,,2015,---,"NUNN,KENDYL",UIC,Horizon,,881,1748084,None,302
0,1,Taylor,Toney,5,,2015,---,"TONEY,TAYLOR",UIC,Horizon,,881,1748083,None,302
0,1,Caitlin,Garant,30,,2015,---,"GARANT,CAITLIN",UIC,Horizon,,881,1748073,None,302
0,1,Brittany,Byrd,3,,2015,---,"BYRD,BRITTANY",UIC,Horizon,,881,1748079,None,302
0,1,Teodora,Zagorac,44,,2015,---,"ZAGORAC,TEODORA",UIC,Horizon,,881,1748075,None,302
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UIC,Horizon,0,881,-101,None,302
0,1,Ruvanna,Campbell,12,,2015,---,"CAMPBELL,RUVANNA",UIC,Horizon,,881,1748076,None,302
0,1,Cate,Soane,13,,2015,---,"SOANE,CATE",UIC,Horizon,,881,1748080,None,302
0,1,Melita,Emanuel-Carr,1,,2015,---,"EMANUEL-CARR,MELITA",UIC,Horizon,,881,1748077,None,302
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UNI,MVC,0,884,-101,None,504
0,1,Marquell,Fraser,15,,2016,---,"FRASER,MARQUELL",VCU,Atlantic 10,,820,1860407,None,740
0,1,Malik,Crowfield,13,4,2016,---,"CROWFIELD,MALIK",VCU,Atlantic 10,6,820,1859964,None,740
0,1,Justin,Tillman,4,7,2014,---,"TILLMAN,JUSTIN",VCU,Atlantic 10,6,820,1635871,None,740
0,1,Samir,Doughty,2,4,2016,---,"DOUGHTY,SAMIR",VCU,Atlantic 10,6,820,1859963,None,740
0,1,Lewis,Djonkam,22,,2017,---,"DJONKAM,LEWIS",VCU,Atlantic 10,,820,1968577,None,740
0,1,Terry,Larrier,22,,2014,---,"LARRIER,TERRY",VCU,Atlantic 10,,820,1635874,None,740
0,1,Khris,Lane,21,,2017,---,"LANE,KHRIS",VCU,Atlantic 10,,820,1968576,F,740
0,1,Mike'L,Simms,1,5,2017,---,"SIMMS,MIKE'L",VCU,Atlantic 10,6,820,1968607,None,740
0,1,Issac,Vann,11,6,2017,---,"VANN,ISSAC",VCU,Atlantic 10,6,820,1968572,None,740
0,1,Marcus,Santos-Silva,14,7,2017,---,"SANTOS-SILVA,MARCUS",VCU,Atlantic 10,6,820,1968608,None,740
0,1,Michael,Gilmore,11,10,2014,---,"GILMORE,MICHAEL",VCU,Atlantic 10,6,820,1635873,None,740
0,1,Sean,Mobley,5,8,2017,---,"MOBLEY,SEAN",VCU,Atlantic 10,6,820,1968571,None,740
0,1,De'Riante,Jenkins,0,5,2016,---,"JENKINS,DE'RIANTE",VCU,Atlantic 10,6,820,1859962,None,740
0,1,D.,Sheehy-Guiseppi,12,1,2017,---,"SHEEHY-GUISEPPI,D",VCU,Atlantic 10,6,820,1968573,None,740
0,1,Xavier,Jackson,15,3,2017,---,"JACKSON,XAVIER",VCU,Atlantic 10,6,820,1968575,None,740
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",VCU,Atlantic 10,0,820,-101,None,740
0,1,Tyler,Maye,25,,2017,---,"MAYE,TYLER",VCU,Atlantic 10,,820,1968578,None,740
0,1,Jonathan,Williams,10,1,2014,---,"WILLIAMS,JONATHAN",VCU,Atlantic 10,6,820,1635872,None,740
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",VMI,SoCon,0,912,-101,None,741
0,1,T,Mason,31,,2014,---,"MASON,T",VMI,SoCon,,912,1650528,None,741
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",WPI,NEWMAC,0,890,-101,None,808
0,3,Dave,Zielinski,12,0,2014,---,"ZIELINSKI,DAVE",WPI,NEWMAC,6,890,1662566,None,808
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Alma,MIAA,0,873,-101,None,21
0,3,Eddie,Ferguson,41,,2018,---,"FERGUSON,EDDIE",Alma,MIAA,,873,2117023,None,21
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Bard,Liberty League,0,24197,-101,None,962
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",CCNY,CUNYAC,0,834,-101,None,480
0,3,Blake,Borysewicz,51,7,2014,---,"BORYSEWICZ,BLAKE",CCNY,CUNYAC,6,834,1650168,None,480
0,3,Enesco,Hunte,34,1,2016,---,"HUNTE,ENESCO",CCNY,CUNYAC,6,834,1862601,None,480
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",CMSV,Skyline,0,13054,-101,None,451
0,3,Ismalia,Mariko,34,,2017,---,"MARIKO,ISMALIA",CMSV,Skyline,,13054,1989391,None,451
0,3,Taj,Lovings-Boruke,24,,2015,---,"LOVINGS-BORUKE,TAJ",CMSV,Skyline,,13054,1763766,None,451
0,3,Matt,Zarnoch,41,,2015,---,"ZARNOCH,MATT",CMSV,Skyline,,13054,1515712,None,451
0,3,Mamadou,Mariko,2,,2015,---,"MARIKO,MAMADOU",CMSV,Skyline,,13054,1764609,None,451
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",CSUN,Big West,0,904,-101,None,101
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",CWRU,UAA,0,1471,-101,None,122
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Dean,NECC,0,888,-101,None,30219
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Drew,Landmark,0,30101,-101,None,190
0,3,Steve,Sangree,13,,2016,---,"SANGREE,STEVE",Drew,Landmark,,30101,1863799,None,190
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Duke,ACC,0,821,-101,None,193
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",ETSU,SoCon,0,912,-101,None,198
0,1,Lucas,N'Guessan,25,,2018,---,"N'GUESSAN,LUCAS",ETSU,SoCon,,912,2113126,None,198
0,3,Xavier,Stamp,20,,2014,---,"STAMP,XAVIER",Elms,NECC,,888,1644457,None,532
0,3,Wesner,Momperus,55,4,2016,---,"MOMPERUS,WESNER",Elms,NECC,6,888,1877457,None,532
0,3,Pablo,Guardia,45,,2017,---,"GUARDIA,PABLO DE LA",Elms,NECC,,888,1993339,None,532
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Elms,NECC,0,888,-101,None,532
0,3,Donald,Whittle,22,,2016,---,"WHITTLE,DONALD",Elms,NECC,,888,1864940,None,532
0,3,Jared,Kyle,31,,2016,---,"KYLE,JARED",Elms,NECC,,888,1864941,None,532
0,3,Greg,Metelus,22,,2017,---,"METELUS,GREG",Elms,NECC,,888,1977034,None,532
0,3,Devonte,Marshall,21,3,2014,---,"MARSHALL,DEVONTE",Elms,NECC,6,888,1640728,None,532
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Elon,CAA,0,837,-101,None,1068
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",FGCU,ASUN,0,920,-101,None,28755
0,3,Sunjata,Stills,21,3,2014,---,"STILLS,SUNJATA",Hood,MAC Commonwealth,6,28744,1650986,None,8404
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Hood,MAC Commonwealth,0,28744,-101,None,8404
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Hope,MIAA,0,873,-101,None,286
0,3,Riley,Lewis,22,10,2016,---,"LEWIS,RILEY",Hope,MIAA,5,873,1861532,None,286
0,3,Opponent Stats,Do Not Modify,-101,0,2017,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Hope,MIAA,0,873,-101,None,286
0,3,Bill,Woodhaus,40,,2018,---,"WOODHAMS,BILL",Hope,MIAA,,873,2108333,None,286
0,3,Teddy,Ray,30,5,2016,---,"RAY,TEDDY",Hope,MIAA,6,873,1861528,None,286
0,3,Pete,Smith,4,11,2016,---,"SMITH,PETE",Hope,MIAA,5,873,1861529,None,286
0,3,Robert,McGivney,40,7,2016,---,"MCGIVNEY,ROBERT",Hope,MIAA,6,873,1861533,None,286
0,3,Luke,Dreyer,4,2,2014,---,"DREYER,LUKE",Hope,MIAA,6,873,1640168,None,286
0,3,Dennis,Towns,44,4,2016,---,"TOWNS,DENNIS",Hope,MIAA,6,873,1861531,None,286
0,3,Jeff,Goral,23,4,2016,---,"GORAL,JEFF",Hope,MIAA,6,873,1861530,None,286
0,1,Luca,Milosavljevic,12,,2016,---,"MILOSAVLJEVIC,LUCA",Iona,MAAC,,871,1861987,None,310
0,1,Kristian,Duravcevic,30,,2014,---,"DURAVCEVIC,KRISTIAN",Iona,MAAC,,871,1646579,None,310
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Iona,MAAC,0,871,-101,None,310
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Iowa,Big Ten,0,827,-101,None,312
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Kean,NJAC,0,891,-101,None,329
0,3,JD,Rodriguez,45,,2016,---,"RODRIGUEZ,JD",Kean,NJAC,,891,1868828,None,329
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Knox,MWC,0,23119,-101,None,337
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Lane,SIAC,0,913,-101,None,347
0,2,Aaron,Thomas,24,,2015,---,"THOMAS,AARON",Lane,SIAC,,913,1747419,None,347
0,2,Hunter,PARRISH,10,,2018,---,"PARRISH,HUNTER",Lynn,Sunshine State,,919,2103239,None,20794
0,2,Gibson,LOUIS,11,,2018,---,"LOUIS,GIBSON",Lynn,Sunshine State,,919,2111388,None,20794
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Lynn,Sunshine State,0,919,-101,None,20794
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",MCLA,MASCAC,0,870,-101,None,486
0,3,Jeremy,Guillen,3,,2015,---,"GUILLEN,JEREMY",MCLA,MASCAC,,870,1756312,None,486
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",MSOE,NACC,0,30097,-101,None,20220
0,2,Erron,Collins,5,,2015,---,"COLLINS,ERRON",Mary,NSIC,,12853,1746845,None,30075
0,2,Ricky,Suggs,1,,2015,---,"SUGGS,RICKY",Mary,NSIC,,12853,1746844,None,30075
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Mary,NSIC,0,12853,-101,None,30075
0,2,Dominic,Miller,13,,2016,---,"MILLER,DOMINIC",Mary,NSIC,,12853,1860459,None,30075
0,2,Trevor,Zacher,14,,2016,---,"ZACHER,TREVOR",Mary,NSIC,,12853,1857520,F,30075
0,2,Devan,Douglas,11,,2015,---,"DOUGLAS,DEVAN",Mary,NSIC,,12853,1522068,None,30075
0,2,Jaylan,White,0,11,2016,---,"WHITE,JAYLAN",Mary,NSIC,5,12853,1857518,None,30075
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",NJIT,ASUN,0,920,-101,None,471
0,1,Opponent Stats,Do Not Modify,-101,0,2016,---,"DO NOT MODIFY,OPPONENT TEAM STAT",NJIT,ASUN,0,920,-101,None,471
0,1,Opponent Stats,Do Not Modify,-101,0,2017,---,"DO NOT MODIFY,OPPONENT TEAM STAT",NJIT,ASUN,0,920,-101,None,471
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",NYIT,ECC,0,11265,-101,None,477
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Navy,Patriot,0,838,-101,None,726
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Ohio,MAC,0,875,-101,None,519
0,1,Jaylin,Mcdonald,15,6,2015,---,"MCDONALD,JAYLIN",Ohio,MAC,6,875,1748518,None,519
0,2,Greg,Poleon,21,,2017,---,"POLEON,GREG",Pace,NE10,,899,1967722,None,533
0,2,Kevin,Smith,14,,2017,---,"SMITH,KEVIN",Pace,NE10,,899,1967721,None,533
0,2,Dana,Raysor,2,,2017,---,"RAYSOR,DANA",Pace,NE10,,899,1967698,None,533
0,2,Austin,Gilbertson,5,4,2017,---,"GILBERTSON,AUSTIN",Pace,NE10,6,899,1967717,None,533
0,2,Brandon,Jacobs,10,,2017,---,"JACOBS,BRANDON",Pace,NE10,,899,1967720,None,533
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Pace,NE10,0,899,-101,None,533
0,2,Kevin,Seymour,3,,2017,---,"SEYMOUR,KEVIN",Pace,NE10,,899,1967716,None,533
0,1,Jared,Ertel,21,,2015,---,"ERTEL,JARED",Penn,Ivy League,,865,1777792,None,540
0,1,Brett,Paul,20,,2015,---,"PAUL,BRETT",Penn,Ivy League,,865,1777791,None,540
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Penn,Ivy League,0,865,-101,None,540
0,2,Kyle,Squire,2,3,2015,---,"SQUIRE,KYLE",Post,CACC,6,28752,1751610,None,1318
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Post,CACC,0,28752,-101,None,1318
0,2,Dumas,Frantz,13,,2014,---,"DUMAS,FRANTZ",Post,CACC,,28752,1656239,None,1318
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Rice,C-USA,0,24312,-101,None,574
0,3,Michael,Gray,32,,2016,---,"GRAY,MICHAEL",Rust,DIII Independent,,99020,1861615,None,586
0,3,Decarlos,Holmes,12,,2015,---,"HOLMES,DECARLOS",Rust,DIII Independent,,99020,1757313,None,586
0,3,Omar,Wright,2,,2016,---,"WRIGHT,OMAR",Rust,DIII Independent,,99020,1861609,None,586
0,3,Maurice,Johnson,5,,2016,---,"JOHNSON,MAURICE",Rust,DIII Independent,,99020,1872744,None,586
0,3,Dominique,Brown,5,,2016,---,"BROWN,DOMINIQUE",Rust,DIII Independent,,99020,1861610,None,586
0,3,Antonio,Jones,35,,2016,---,"JONES,ANTONIO",Rust,DIII Independent,,99020,1861616,None,586
0,3,Dewan,Fowler,20,,2016,---,"FOWLER,DEWAUN",Rust,DIII Independent,,99020,1861613,None,586
0,3,Ade',Jones,11,,2016,---,"JONES,ADE'",Rust,DIII Independent,,99020,1861682,None,586
0,3,Dante,Farris,12,,2016,---,"FARRIS,DANTE",Rust,DIII Independent,,99020,1861683,None,586
0,3,Artez,Harris,31,,2016,---,"HARRIS,ARTEZ",Rust,DIII Independent,,99020,1861617,None,586
0,3,Ed,Latorture,0,,2016,---,"LATORTURE,ED",Rust,DIII Independent,,99020,1861608,None,586
0,3,Jarvis,Jackson,15,,2016,---,"JACKSON,JARVIS",Rust,DIII Independent,,99020,1861612,None,586
0,3,Romeo,Carter,10,,2016,---,"CARTER,ROMEO",Rust,DIII Independent,,99020,1861611,None,586
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",SIUE,OVC,0,902,-101,None,660
0,2,Quentin,Judd,34,3,2015,---,"JUDD,QUENTIN",Shaw,CIAA,6,832,1750428,None,636
0,2,Cameren,Irvin,4,0,2017,---,"IRVIN,CAMEREN",Shaw,CIAA,6,832,1967271,None,636
0,2,Krishaun,Myers,11,,2017,---,"MYERS,KRISHAUN",Shaw,CIAA,,832,1973325,None,636
0,2,Alex,Owens,34,,2017,---,"OWENS,ALEX",Shaw,CIAA,,832,1972066,None,636
0,2,Brandon,Williams,23,,2016,---,"WILLIAMS,BRANDON",Shaw,CIAA,,832,1863102,None,636
0,2,Lamous,Brown,4,0,2017,---,"BROWN,LAMOUS",Shaw,CIAA,7,832,1974326,None,636
0,2,Eric,Banks,23,,2016,---,"BANKS,ERIC",Shaw,CIAA,,832,1863794,None,636
0,2,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Shaw,CIAA,0,832,-101,None,636
0,2,Lewis,Hart,15,,2017,---,"HART,LEWIS",Shaw,CIAA,,832,1971494,None,636
0,2,Aquil,Younger,23,,2015,---,"YOUNGER,AQUIL",Shaw,CIAA,,832,1750040,G,636
0,3,Tommy,Egan,23,2,2016,---,"EGAN,TOMMY",TCNJ,NJAC,6,891,1861945,None,712
0,3,Mike,Walley,35,6,2016,---,"WALLEY,MIKE",TCNJ,NJAC,6,891,1861947,None,712
0,3,Randy,Walko,31,5,2016,---,"WALKO,RANDY",TCNJ,NJAC,6,891,1861946,None,712
0,3,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",TCNJ,NJAC,0,891,-101,None,712
0,3,Lance,Taylor,5,0,2016,---,"TAYLOR,LANCE",TCNJ,NJAC,6,891,1861944,None,712
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",Troy,Sun Belt,0,818,-101,None,716
0,1,Jordan,Howard,30,11,2014,---,"HOWARD,JORDAN",Troy,Sun Belt,5,818,1636278,None,716
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UCLA,Pac-12,0,905,-101,None,110
0,1,Josh,Olabosipo,21,,2014,---,"OLABOSIPO,JOSH",UMBC,America East,,845,1650529,None,391
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UMBC,America East,0,845,-101,None,391
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UMES,MEAC,0,876,-101,None,393
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UMKC,WAC,0,923,-101,None,2707
0,1,Ambrose,Mosley,0,2,2016,---,"MOSLEY,AMBROSE",UNCW,CAA,6,837,1847840,G,460
0,1,Kevin,Hickson,30,8,2014,---,"HICKSON,KEVIN",UNCW,CAA,6,837,1635928,None,460
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UNCW,CAA,0,837,-101,None,460
0,1,Christian,Jones,20,,2016,---,"JONES,CHRISTIAN",UNLV,MWC,,5486,1857227,F,465
0,1,Bryan,Glenn,31,,2015,---,"GLENN,BRYAN",UNLV,MWC,,5486,1780563,None,465
0,1,Jaylan,Ballou,22,,2016,---,"BALLOU,JAYLAN",UNLV,MWC,,5486,1861957,None,465
0,1,Ben,Coupet Jr,13,7,2016,---,"COUPET JR,BEN",UNLV,MWC,6,5486,1861094,None,465
0,1,Larry,Bush,0,2,2016,---,"BUSH,LARRY",UNLV,MWC,6,5486,1861956,None,465
0,1,Uche,Ofoegbu,2,,2016,---,"OFOEGBU,UCHE",UNLV,MWC,,5486,1857224,G,465
0,1,Zion,Morgan,10,,2016,---,"MORGAN,ZION",UNLV,MWC,,5486,1857225,None,465
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UNLV,MWC,0,5486,-101,None,465
0,1,Kris,Clyburn,1,6,2016,---,"CLYBURN,KRIS",UNLV,MWC,6,5486,1857223,G,465
0,1,Djordjije,Sljivancanin,12,10,2016,---,"SLJIVANCANIN,DJORDJ",UNLV,MWC,6,5486,1857226,None,465
0,1,Cheickna,Dembele,11,11,2016,---,"DEMBELE,CHEICKNA",UNLV,MWC,6,5486,1861093,None,465
0,1,Jovan,Mooring,30,2,2016,---,"MOORING,JOVAN",UNLV,MWC,6,5486,1857228,None,465
0,1,Troy,Baxter Jr,31,8,2016,---,"BAXTER JR,TROY",UNLV,MWC,6,5486,1857229,None,465
0,1,Opponent Stats,Do Not Modify,-101,0,2018,---,"DO NOT MODIFY,OPPONENT TEAM STAT",UTEP,C-USA,0,24312,-101,None,704
0,1,Jose,Martinez,20,,2016,---,"MARTINEZ,JOSE",UTEP,C-USA,,24312,1857980,None,704
