grade_level,division,first_name,last_name,jersey_no,height_in,season,class_desc,xml_name,school,conference,height_ft,conference_id,player_id,position,team_code
1,3,Colin,Minx,33,3,2017,Fr.,"MINX,COLIN",Rhodes,SAA,6,30169,1970022,F,573
1,3,D.J.,Swift,14,2,2017,Fr.,"SWIFT,D.J.",Rhodes,SAA,6,30169,1970020,G,573
1,3,Will,McIntyre,44,5,2015,Fr.,"MCINTYRE,WILL",Rhodes,SAA,6,30169,1744949,F,573
1,3,Misc,Team,,0,2014,Fr.,"TEAM,MISC",Rhodes,SAA,0,30169,-99,None,573
1,3,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Rhodes,SAA,0,30169,-100,None,573
1,3,Kevin,Shen,5,3,2018,Fr.,"SHEN,KEVIN",Rhodes,SAA,6,30169,2098571,G,573
1,3,Daniel,Darst,10,5,2015,Fr.,"DARST,DANIEL",Rhodes,SAA,6,30169,1744946,G,573
1,3,Bryce,Berry,42,1,2016,Fr.,"BERRY,BRYCE",Rhodes,SAA,6,30169,1861676,G,573
1,3,Misc,Team,,0,2015,Fr.,"TEAM,MISC",Rhodes,SAA,0,30169,-99,None,573
1,3,Myles,Darby,12,0,2014,Fr.,"DARBY,MYLES",Rhodes,SAA,6,30169,1624380,G,573
1,3,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Rhodes,SAA,0,30169,-100,None,573
1,3,Brenden,McNamara,33,6,2018,Fr.,"MCNAMARA,BRENDEN",Rhodes,SAA,6,30169,2098575,F,573
1,3,Preston,Giroux,23,3,2016,Fr.,"GIROUX,PRESTON",Rhodes,SAA,6,30169,1861679,F,573
1,3,Kendrick,Ashby,20,1,2016,Fr.,"ASHBY,KENDRICK",Rhodes,SAA,6,30169,1861675,G,573
1,3,Jordan,Daniels,14,0,2015,Fr.,"DANIELS,JORDAN",Rhodes,SAA,6,30169,1744945,G,573
1,3,Ian,Harrison,32,8,2014,Fr.,"HARRISON,IAN",Rhodes,SAA,6,30169,1624381,C,573
1,3,Nick,De Feria,13,10,2016,Fr.,"DE FERIA,NICK",Rhodes,SAA,5,30169,1861677,G,573
1,3,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Rhodes,SAA,0,30169,-100,None,573
1,3,Jack,Brogan,92,0,2018,Fr.,"BROGAN,JACK",Rhodes,SAA,6,30169,2098589,G,573
1,3,Andrew,Evans,32,3,2017,Fr.,"EVANS,ANDREW",Rhodes,SAA,6,30169,1970021,G,573
1,3,Mac,James,11,8,2018,Fr.,"JAMES,MAC",Rhodes,SAA,5,30169,2098574,G,573
1,3,Jake,Nestlehutt,12,3,2016,Fr.,"NESTLEHUTT,JAKE",Rhodes,SAA,6,30169,1861680,G,573
1,3,Vaughn,Samson,22,3,2015,Fr.,"SAMSON,VAUGHN",Rhodes,SAA,6,30169,1744950,G,573
1,3,Keyshawn,Butts,11,11,2014,Fr.,"BUTTS,KEYSHAWN",Rhodes,SAA,5,30169,1624378,G,573
1,3,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Rhodes,SAA,0,30169,-100,None,573
1,3,Misc,Team,,0,2017,Fr.,"TEAM,MISC",Rhodes,SAA,0,30169,-99,None,573
1,3,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Rivier,Great Northeast,0,23257,-100,None,18422
1,3,Ian,Wade,13,4,2017,Fr.,"WADE,IAN",Rivier,Great Northeast,6,23257,1970224,F,18422
1,3,Jake,Santiago,5,10,2018,Fr.,"SANTIAGO,JAKE",Rivier,Great Northeast,5,23257,2094943,G,18422
1,3,Tyler,Bradanese,21,6,2017,Fr.,"BRADANESE,TYLER",Rivier,Great Northeast,6,23257,1970246,F,18422
1,3,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Rivier,Great Northeast,0,23257,-100,None,18422
1,3,Joshua,O'Loughlin,22,0,2016,Fr.,"O'LOUGHLIN,JOSHUA",Rivier,Great Northeast,6,23257,1859960,G,18422
1,3,Jalen,Watson,1,11,2018,Fr.,"WATSON,JALEN",Rivier,Great Northeast,5,23257,2094942,F,18422
1,3,Alex,Hill,23,9,2018,Fr.,"HILL,ALEX",Rivier,Great Northeast,5,23257,2094962,G,18422
1,3,Misc,Team,-99,0,2014,Fr.,"TEAM,MISC",Rivier,Great Northeast,0,23257,-99,None,18422
1,3,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Rivier,Great Northeast,0,23257,-100,None,18422
1,3,Angel,Perez,3,10,2016,Fr.,"PEREZ,ANGEL",Rivier,Great Northeast,5,23257,1859955,G,18422
1,3,Joshua,L'Heureux,4,10,2016,Fr.,"L'HEUREUX,JOSHUA",Rivier,Great Northeast,5,23257,1859956,G,18422
1,3,Damian,Smith,24,10,2014,Fr.,"SMITH,DAMIAN",Rivier,Great Northeast,5,23257,1636205,G,18422
1,3,Kyle,Orie,14,2,2017,Fr.,"ORIE,KYLE",Rivier,Great Northeast,6,23257,1970245,F,18422
1,3,Bruce,Barton,23,6,2015,Fr.,"BARTON,BRUCE",Rivier,Great Northeast,6,23257,1744832,C,18422
1,3,Tristian,Givens,21,1,2016,Fr.,"GIVENS,TRISTIAN",Rivier,Great Northeast,6,23257,1859959,G,18422
1,3,Tom,Deveau,4,3,2014,Fr.,"DEVEAU,TOM",Rivier,Great Northeast,6,23257,1636202,C,18422
1,3,Tristian,Givens,21,1,2017,Fr.,"GIVENS,TRISTIAN",Rivier,Great Northeast,6,23257,1859959,G,18422
1,3,Matt,Vigars,31,2,2014,Fr.,"VIGARS,MATT",Rivier,Great Northeast,6,23257,1635210,F,18422
1,3,Misc,Team,-99,0,2016,Fr.,"TEAM,MISC",Rivier,Great Northeast,0,23257,-99,None,18422
1,3,David,Lorden,20,5,2014,Fr.,"LORDEN,DAVID",Rivier,Great Northeast,6,23257,1635208,F,18422
1,3,Misc,Team,-99,0,2018,Fr.,"TEAM,MISC",Rivier,Great Northeast,0,23257,-99,None,18422
1,3,Tarik,Rivers,11,7,2017,Fr.,"RIVERS,TARIK",Rivier,Great Northeast,5,23257,1970265,G,18422
1,3,Andre,Ruff,14,3,2014,Fr.,"RUFF,ANDRE",Rivier,Great Northeast,6,23257,1635207,G,18422
1,3,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Rivier,Great Northeast,0,23257,-100,None,18422
1,3,Wade,Whitney,21,2,2014,Fr.,"WHITNEY,WADE",Rivier,Great Northeast,6,23257,1636204,F,18422
1,3,Glen,Jones,15,2,2017,Fr.,"JONES,GLEN",Rivier,Great Northeast,6,23257,1983949,F,18422
1,3,Jack,Walsh,20,3,2018,Fr.,"WALSH,JACK",Rivier,Great Northeast,6,23257,2094959,F,18422
1,3,Keith,Poitier,15,10,2016,Fr.,"POITIER,KEITH",Rivier,Great Northeast,5,23257,1859961,G,18422
1,3,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Rivier,Great Northeast,0,23257,-100,None,18422
1,3,Misc,Team,-99,0,2015,Fr.,"TEAM,MISC",Rivier,Great Northeast,0,23257,-99,None,18422
1,3,Misc,Team,-99,0,2017,Fr.,"TEAM,MISC",Rivier,Great Northeast,0,23257,-99,None,18422
1,3,Jeremiah,Pena,12,9,2016,Fr.,"PENA,JEREMIAH",Rivier,Great Northeast,5,23257,1859958,G,18422
1,3,Isaiah,Ruffen,42,2,2015,Fr.,"RUFFEN,ISAIAH",Rivier,Great Northeast,6,23257,1744833,F,18422
1,1,J.P.,Moorman II,4,7,2017,Fr.,"MOORMAN II,JP",Temple,AAC,6,823,1970662,None,690
1,1,Misc,Team,,0,2017,Fr.,"TEAM,MISC",Temple,AAC,0,823,-99,None,690
1,1,Misc,Team,,0,2015,Fr.,"TEAM,MISC",Temple,AAC,0,823,-99,None,690
1,1,Ayan,Nunez de Carvalho,32,5,2015,Fr.,"NUNEZ DE CARVALHO,AYAN",Temple,AAC,6,823,1735384,G,690
1,1,De'Vondre,Perry,22,7,2017,Fr.,"PERRY,DE'VONDRE",Temple,AAC,6,823,1970663,None,690
1,1,Ernest,Aflakpui,24,10,2015,Fr.,"AFLAKPUI,ERNEST",Temple,AAC,6,823,1735383,C,690
1,1,Jasen,West,3,1,2018,Fr.,"WEST,JASEN",Temple,AAC,6,823,2099094,G,690
1,1,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Temple,AAC,0,823,-100,None,690
1,1,Nate,Pierre-Louis,15,4,2017,Fr.,"PIERRE-LOUIS,NATE",Temple,AAC,6,823,1972147,None,690
1,1,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Temple,AAC,0,823,-100,None,690
1,1,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Temple,AAC,0,823,-100,None,690
1,1,Misc,Team,,0,2014,Fr.,"TEAM,MISC",Temple,AAC,0,823,-99,None,690
1,1,Damion,Moore,23,11,2016,Fr.,"MOORE,DAMION",Temple,AAC,6,823,1861353,C,690
1,1,Justyn,Hamilton,21,10,2017,Fr.,"HAMILTON,JUSTYN",Temple,AAC,6,823,1972148,None,690
1,1,Arashma,Parks,14,9,2018,Fr.,"PARKS,ARASHMA",Temple,AAC,6,823,2085988,F,690
1,1,Obi,Enechionyia,0,8,2014,Fr.,"ENECHIONYIA,OBI",Temple,AAC,6,823,1622873,F,690
1,1,Misc,Team,,0,2018,Fr.,"TEAM,MISC",Temple,AAC,0,823,-99,None,690
1,1,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Temple,AAC,0,823,-100,None,690
1,1,Quinton,Rose,13,8,2016,Fr.,"ROSE,QUINTON",Temple,AAC,6,823,1857299,F,690
1,1,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Temple,AAC,0,823,-100,None,690
1,1,Misc,Team,,0,2016,Fr.,"TEAM,MISC",Temple,AAC,0,823,-99,None,690
1,1,Shizz,"Alston, Jr.",3,4,2015,Fr.,"ALSTON,JR, LEVAN S",Temple,AAC,6,823,1735381,G,690
1,1,Trey,Lowe,11,6,2015,Fr.,"LOWE,TREY",Temple,AAC,6,823,1735382,G,690
1,1,Alani,Moore II,2,10,2016,Fr.,"MOORE,ALANI",Temple,AAC,5,823,1857298,G,690
1,2,Misc,Team,-99,0,2018,Fr.,"TEAM,MISC",Tiffin,G-MAC,0,30182,-99,None,1403
1,2,Mitchell,Kramer,34,1,2017,Fr.,"KRAMER,MITCHELL",Tiffin,GLIAC,6,854,1972825,G,1403
1,2,Misc,Team,-99,0,2015,Fr.,"TEAM,MISC",Tiffin,GLIAC,0,854,-99,None,1403
1,2,Terrell,Mabins,2,0,2015,Fr.,"MABINS,TERRELL",Tiffin,GLIAC,6,854,1740107,G,1403
1,2,Misc,Team,-99,0,2016,Fr.,"TEAM,MISC",Tiffin,GLIAC,0,854,-99,None,1403
1,2,Misc,Team,-99,0,2017,Fr.,"TEAM,MISC",Tiffin,GLIAC,0,854,-99,None,1403
1,2,Quentin,Jones,4,8,2017,Fr.,"JONES,QUENTIN",Tiffin,GLIAC,6,854,1961482,F,1403
1,2,Hootie,Cleveland,1,0,2017,Fr.,"CLEVELAND,HOOTIE",Tiffin,GLIAC,6,854,1972805,G,1403
1,2,Luke,Rightnowar,33,0,2015,Fr.,"RIGHTNOWAR,LUKE",Tiffin,GLIAC,6,854,1740114,G,1403
1,2,Ron,Jamierson,10,11,2017,Fr.,"JAMIERSON,RON",Tiffin,GLIAC,5,854,1961483,G,1403
1,2,Kade,Hilles,32,6,2018,Fr.,"HILLES,KADE",Tiffin,G-MAC,6,30182,2085351,F,1403
1,2,Braxton,Fasone,14,5,2017,Fr.,"FASONE,BRAXTON",Tiffin,GLIAC,6,854,1961485,F,1403
1,2,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Tiffin,GLIAC,0,854,-100,None,1403
1,2,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Tiffin,GLIAC,0,854,-100,None,1403
1,2,Charles,Holland,0,3,2014,Fr.,"HOLLAND,CHARLES",Tiffin,GLIAC,6,854,1631436,G,1403
1,2,Jonathan,Kloepfer,40,5,2014,Fr.,"KLOEPFER,JONATHAN",Tiffin,GLIAC,6,854,1631444,F,1403
1,2,Austin,Schaub,3,2,2015,Fr.,"SCHAUB,AUSTIN",Tiffin,GLIAC,6,854,1740108,G,1403
1,2,Hunter,Schmalz,23,3,2015,Fr.,"SCHMALZ,HUNTER",Tiffin,GLIAC,6,854,1740111,F,1403
1,2,Thomas,Hickman,0,1,2018,Fr.,"HICKMAN,THOMAS",Tiffin,G-MAC,6,30182,2085347,G,1403
1,2,Todd,Williams,22,11,2014,Fr.,"WILLIAMS,TODD",Tiffin,GLIAC,5,854,1631442,G,1403
1,2,Alex,Brown,5,1,2014,Fr.,"BROWN,ALEX",Tiffin,GLIAC,6,854,1631439,G,1403
1,2,Darlington,Osazuwa,23,7,2014,Fr.,"OSAZUWA,DARLINGTON",Tiffin,GLIAC,6,854,1631441,F,1403
1,2,Justin,Miller,22,2,2017,Fr.,"MILLER,JUSTIN",Tiffin,GLIAC,6,854,1961487,G,1403
1,2,Chris,London,32,4,2015,Fr.,"LONDON,CHRIS",Tiffin,GLIAC,6,854,1740113,F,1403
1,2,Misc,Team,-99,0,2014,Fr.,"TEAM,MISC",Tiffin,GLIAC,0,854,-99,None,1403
1,2,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Tiffin,G-MAC,0,30182,-100,None,1403
1,2,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Tiffin,GLIAC,0,854,-100,None,1403
1,2,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Tiffin,GLIAC,0,854,-100,None,1403
1,1,Marreon,Jackson,3,0,2017,Fr.,"JACKSON,MARREON",Toledo,MAC,6,875,1958326,G,709
1,1,Misc,Team,,0,2015,Fr.,"TEAM,MISC",Toledo,MAC,0,875,-99,None,709
1,1,James,Gordon IV,0,5,2016,Fr.,"GORDON IV,JAMES",Toledo,MAC,6,875,1844837,F,709
1,1,Dylan,Alderson,21,5,2017,Fr.,"ALDERSON,DYLAN",Toledo,MAC,6,875,1958349,G,709
1,1,Kurt,Hall,0,5,2014,Fr.,"HALL,KURT",Toledo,MAC,6,875,1619987,F,709
1,1,James,Gordon IV,0,5,2017,Fr.,"GORDON IV,JAMES",Toledo,MAC,6,875,1844837,F,709
1,1,T.J.,Smith,1,8,2018,Fr.,"SMITH,T.J.",Toledo,MAC,6,875,2086527,F,709
1,1,Stuckey,Mosley,3,4,2014,Fr.,"MOSLEY,STUCKEY",Toledo,MAC,6,875,1619989,G,709
1,1,Justin,Roberts,5,10,2016,Fr.,"ROBERTS,JUSTIN",Toledo,MAC,5,875,1844839,G,709
1,1,Logan,Hill,41,7,2017,Fr.,"HILL,LOGAN",Toledo,MAC,6,875,1958327,F,709
1,1,Taylor,Adway,2,9,2015,Fr.,"ADWAY,TAYLOR",Toledo,MAC,6,875,1738063,F,709
1,1,Jaelan,Sanford,13,4,2015,Fr.,"SANFORD,JAELAN",Toledo,MAC,6,875,1738067,G,709
1,1,Dwayne,Rose Jr.,1,3,2017,Fr.,"ROSE JR,DWAYNE",Toledo,MAC,6,875,1958345,G,709
1,1,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Toledo,MAC,0,875,-100,None,709
1,1,Misc,Team,,0,2017,Fr.,"TEAM,MISC",Toledo,MAC,0,875,-99,None,709
1,1,Keshaun,Saunders,24,5,2018,Fr.,"SAUNDERS,KESHAUN",Toledo,MAC,6,875,2086528,G,709
1,1,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Toledo,MAC,0,875,-100,None,709
1,1,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Toledo,MAC,0,875,-100,None,709
1,1,AJ,Edu,15,10,2018,Fr.,"EDU,AJ",Toledo,MAC,6,875,2086514,F,709
1,1,Misc,Team,,0,2018,Fr.,"TEAM,MISC",Toledo,MAC,0,875,-99,None,709
1,1,Nick,Rogers,10,1,2015,Fr.,"ROGERS,NICK",Toledo,MAC,6,875,1738066,G,709
1,1,Misc,Team,,0,2014,Fr.,"TEAM,MISC",Toledo,MAC,0,875,-99,None,709
1,1,Fred,John,4,6,2015,Fr.,"JOHN JR,FRED",Toledo,MAC,6,875,1738064,F,709
1,1,Luke,Knapke,30,11,2016,Fr.,"KNAPKE,LUKE",Toledo,MAC,6,875,1738068,C,709
1,1,Nate,Navigato,35,8,2015,Fr.,"NAVIGATO,NATE",Toledo,MAC,6,875,1738069,F,709
1,1,Logan,Hill,41,7,2018,Fr.,"HILL,LOGAN",Toledo,MAC,6,875,1958327,F,709
1,1,Luke,Knapke,30,11,2015,Fr.,"KNAPKE,LUKE",Toledo,MAC,6,875,1738068,C,709
1,1,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Toledo,MAC,0,875,-100,None,709
1,1,Chandler,White,5,2,2015,Fr.,"WHITE,CHANDLER",Toledo,MAC,6,875,1738065,G,709
1,1,Misc,Team,,0,2016,Fr.,"TEAM,MISC",Toledo,MAC,0,875,-99,None,709
1,1,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Toledo,MAC,0,875,-100,None,709
1,1,Dennis,Tunstall,11,8,2016,Fr.,"TUNSTALL,DENNIS",Towson,CAA,6,837,1739897,F,711
1,1,Dennis,Tunstall,11,8,2015,Fr.,"TUNSTALL,DENNIS",Towson,CAA,6,837,1739897,F,711
1,1,Quinton,Drayton,13,4,2018,Fr.,"DRAYTON,QUINTON",Towson,CAA,6,837,2087879,G,711
1,1,Chris,Caliguiran,15,6,2018,Fr.,"CALIGUIRAN,CHRIS",Towson,CAA,5,837,2087880,G,711
1,1,Bryon,Hawkins,1,1,2014,Fr.,"HAWKINS,BYRON",Towson,CAA,6,837,1620983,G,711
1,1,Mike,Morsell,23,5,2014,Fr.,"MORSELL,MIKE",Towson,CAA,6,837,1620984,F,711
1,1,Jeffrey,Prophete,5,,2017,Fr.,"PROPHETE,JEFFREY",Towson,CAA,,837,1968527,None,711
1,1,Misc,Team,,0,2015,Fr.,"TEAM,MISC",Towson,CAA,0,837,-99,None,711
1,1,Justin,Gorham,4,7,2016,Fr.,"GORHAM,JUSTIN",Towson,CAA,6,837,1846553,F,711
1,1,Misc,Team,,0,2016,Fr.,"TEAM,MISC",Towson,CAA,0,837,-99,None,711
1,1,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Towson,CAA,0,837,-100,None,711
1,1,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Towson,CAA,0,837,-100,None,711
1,1,Yagizhan,Selcuk,10,8,2018,Fr.,"SELCUK,YAGIZHAN",Towson,CAA,6,837,2087908,F,711
1,1,Jordan,McNeil,2,5,2015,Fr.,"MCNEIL,JORDAN",Towson,CAA,6,837,1620988,G,711
1,1,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Towson,CAA,0,837,-100,None,711
1,1,Nicolas,Timberlake,25,4,2018,Fr.,"TIMBERLAKE,NICOLAS",Towson,CAA,6,837,2087915,G,711
1,1,J.J.,Matthews,1,8,2016,Fr.,"MATTHEWS,J.J.",Towson,CAA,6,837,1846552,F,711
1,1,Allen,Betrand,3,4,2018,Fr.,"BETRAND,ALLEN",Towson,CAA,6,837,2087904,G,711
1,1,Misc,Team,,0,2018,Fr.,"TEAM,MISC",Towson,CAA,0,837,-99,None,711
1,1,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Towson,CAA,0,837,-100,None,711
1,1,Misc,Team,,0,2017,Fr.,"TEAM,MISC",Towson,CAA,0,837,-99,None,711
1,1,Eddie,Keith II,33,5,2014,Fr.,"KEITH II,EDDIE",Towson,CAA,6,837,1620986,F,711
1,1,Alex,Thomas,44,9,2015,Fr.,"THOMAS,ALEX",Towson,CAA,6,837,1739899,F,711
1,1,Solomon,Uyaelunmo,22,7,2018,Fr.,"UYAELUNMO,SOLOMON",Towson,CAA,6,837,2087912,F,711
1,1,Jordan,McNeil,2,5,2014,Fr.,"MCNEIL,JORDAN",Towson,CAA,6,837,1620988,G,711
1,1,Jakigh,Dottin,5,2,2018,Fr.,"DOTTIN,JAKIGH",Towson,CAA,6,837,2087906,G,711
1,1,Travis,Ingram,1,,2017,Fr.,"INGRAM,TRAVIS",Towson,CAA,,837,1968081,None,711
1,1,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Towson,CAA,0,837,-100,None,711
1,1,Misc,Team,,0,2014,Fr.,"TEAM,MISC",Towson,CAA,0,837,-99,None,711
1,1,Zane,Martin,0,4,2016,Fr.,"MARTIN,ZANE",Towson,CAA,6,837,1846551,G,711
1,2,Nikola,Pesic,1,5,2014,Fr.,"PESIC,NIKOLA",Truman,GLVC,6,855,1631596,G,499
1,2,Turner,Scott,10,10,2016,Fr.,"SCOTT,TURNER",Truman,GLVC,5,855,1848434,G,499
1,2,Connor,Kasperbauer,34,4,2017,Fr.,"KASPERBAUER,CONNOR",Truman,GLVC,6,855,1955653,G,499
1,2,Zach,Fischer,13,4,2014,Fr.,"FISCHER,ZACH",Truman,GLVC,6,855,1631599,G,499
1,2,Turner,Scott,10,10,2017,Fr.,"SCOTT,TURNER",Truman,GLVC,5,855,1848434,G,499
1,2,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Truman,GLVC,0,855,-100,None,499
1,2,Misc,Team,-99,0,2016,Fr.,"TEAM,MISC",Truman,GLVC,0,855,-99,None,499
1,2,Misc,Team,-99,0,2015,Fr.,"TEAM,MISC",Truman,GLVC,0,855,-99,None,499
1,2,Jack,Green,20,4,2015,Fr.,"GREEN,JACK",Truman,GLVC,6,855,1631600,G,499
1,2,Cade,McKnight,40,9,2018,Fr.,"MCKNIGHT,CADE",Truman,GLVC,6,855,1955622,F,499
1,2,Alex,McQuinn,5,7,2016,Fr.,"MCQUINN,ALEX",Truman,GLVC,6,855,1848433,F,499
1,2,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Truman,GLVC,0,855,-100,None,499
1,2,Jacob,Socha,2,3,2015,Fr.,"SOCHA,JACOB",Truman,GLVC,6,855,1735469,G,499
1,2,Taurin,Hughes,4,11,2015,Fr.,"HUGHES,TAURIN",Truman,GLVC,5,855,1631598,G,499
1,2,Josh,Boyer,51,6,2015,Fr.,"BOYER,JOSH",Truman,GLVC,6,855,1735473,F,499
1,2,Misc,Team,-99,0,2014,Fr.,"TEAM,MISC",Truman,GLVC,0,855,-99,None,499
1,2,Jake,Messer,0,1,2017,Fr.,"MESSER,JAKE",Truman,GLVC,6,855,1955647,G,499
1,2,Mark,Rogers,23,6,2016,Fr.,"ROGERS,MARK",Truman,GLVC,6,855,1848435,F,499
1,2,Misc,Team,-99,0,2017,Fr.,"TEAM,MISC",Truman,GLVC,0,855,-99,None,499
1,2,Hunter,Strait,12,1,2018,Fr.,"STRAIT,HUNTER",Truman,GLVC,6,855,2081981,G,499
1,2,Alex,McQuinn,5,7,2017,Fr.,"MCQUINN,ALEX",Truman,GLVC,6,855,1848433,F,499
1,2,Collin,Hill,11,6,2018,Fr.,"HILL,COLLIN",Truman,GLVC,6,855,1955649,G,499
1,2,Tanner,Zeil,30,7,2017,Fr.,"ZEIL,TANNER",Truman,GLVC,6,855,1848436,F,499
1,2,Jake,Messer,0,1,2018,Fr.,"MESSER,JAKE",Truman,GLVC,6,855,1955647,G,499
1,2,Jake,Velky,24,1,2015,Fr.,"VELKY,JAKE",Truman,GLVC,6,855,1735472,G,499
1,2,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Truman,GLVC,0,855,-100,None,499
1,2,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Truman,GLVC,0,855,-100,None,499
1,2,Taurin,Hughes,5,11,2014,Fr.,"HUGHES,TAURIN",Truman,GLVC,5,855,1631598,G,499
1,2,Misc,Team,-99,0,2018,Fr.,"TEAM,MISC",Truman,GLVC,0,855,-99,None,499
1,2,Jack,Green,20,4,2014,Fr.,"GREEN,JACK",Truman,GLVC,6,855,1631600,G,499
1,2,Nikola,Pesic,1,5,2015,Fr.,"PESIC,NIKOLA",Truman,GLVC,6,855,1631596,G,499
1,2,Brodric,Thomas,3,5,2015,Fr.,"THOMAS,BRODRIC",Truman,GLVC,6,855,1735470,G,499
1,2,Connor,Lusso,25,6,2014,Fr.,"LUSSO,CONNOR",Truman,GLVC,6,855,1519709,F,499
1,2,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Truman,GLVC,0,855,-100,None,499
1,2,Tanner,Zeil,30,7,2016,Fr.,"ZEIL,TANNER",Truman,GLVC,6,855,1848436,F,499
1,2,Cade,McKnight,40,9,2017,Fr.,"MCKNIGHT,CADE",Truman,GLVC,6,855,1955622,F,499
1,2,Collin,Hill,11,6,2017,Fr.,"HILL,COLLIN",Truman,GLVC,6,855,1955649,G,499
1,2,Hank,Mathews,10,2,2014,Fr.,"MATHEWS,HANK",Truman,GLVC,6,855,1519706,G,499
1,2,T.J.,Schilling,25,5,2018,Fr.,"SCHILLING,TJ",Truman,GLVC,6,855,2081984,F,499
1,2,Mark,Rogers,23,6,2017,Fr.,"ROGERS,MARK",Truman,GLVC,6,855,1848435,F,499
1,1,Misc,Team,,0,2016,Fr.,"TEAM,MISC",Tulane,AAC,0,823,-99,None,718
1,1,Melvin,Frazier,35,6,2015,Fr.,"FRAZIER,MELVIN",Tulane,AAC,6,823,1735006,G,718
1,1,Dylan,Ostekowski,21,9,2014,Fr.,"OSETKOWSKI,DYLAN",Tulane,AAC,6,823,1622748,G,718
1,1,Keith,Pinckney,1,2,2014,Fr.,"PINCKNEY,KEITH",Tulane,AAC,6,823,1622749,C,718
1,1,Ray,Ona Embo,3,5,2016,Fr.,"ONA EMBO,RAY",Tulane,AAC,6,823,1853667,G,718
1,1,Shakwon,Barrett,24,5,2018,Fr.,"BARRETT,SHAKWON",Tulane,AAC,6,823,1960235,G,718
1,1,Moses,Wood,4,8,2018,Fr.,"WOOD,MOSES",Tulane,AAC,6,823,2080708,G,718
1,1,Blake,Paul,23,9,2015,Fr.,"PAUL,BLAKE",Tulane,AAC,6,823,1735012,F,718
1,1,Taron,Oliver,2,9,2015,Fr.,"OLIVER,TARON",Tulane,AAC,6,823,1735011,F,718
1,1,Shakwon,Barrett,24,5,2017,Fr.,"BARRETT,SHAKWON",Tulane,AAC,6,823,1960235,G,718
1,1,Caleb,Daniels,10,4,2017,Fr.,"DANIELS,CALEB",Tulane,AAC,6,823,1960233,G,718
1,1,Riley,Conroy,4,11,2015,Fr.,"CONROY,RILEY",Tulane,AAC,5,823,1622746,G,718
1,1,Misc,Team,,0,2015,Fr.,"TEAM,MISC",Tulane,AAC,0,823,-99,None,718
