,Unnamed: 0,jersey_num,pts,fga,fga3,fgm,fgm3,fta,ftm,ast,blk,stl,dreb,oreb,reb,pf,tf,tov,mins_played,grade_level,division,jersey_no,height_in,season_y,school,conference,height_ft,conference_id,player_id_y,position,team_code_y
331,331,15,25.0,14.0,0.0,10.0,0.0,11.0,5.0,1.0,3.0,2.0,10.0,10.0,20.0,0.0,0.0,4.0,29.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
332,332,15,6.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,3.0,19.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
333,333,15,6.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,8.0,3.0,0.0,4.0,32.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
334,334,15,9.0,10.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,8.0,2.0,0.0,1.0,29.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
335,335,15,10.0,10.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,1.0,6.0,6.0,12.0,3.0,0.0,3.0,34.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
336,336,15,10.0,9.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2.0,22.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
337,337,15,10.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,6.0,9.0,1.0,0.0,5.0,35.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
338,338,15,10.0,8.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,19.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
339,339,15,12.0,5.0,0.0,3.0,0.0,11.0,6.0,2.0,0.0,0.0,5.0,3.0,8.0,1.0,0.0,2.0,34.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
340,340,15,12.0,6.0,0.0,4.0,0.0,8.0,4.0,0.0,1.0,0.0,7.0,4.0,11.0,3.0,0.0,5.0,31.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
341,341,15,12.0,11.0,0.0,6.0,0.0,6.0,0.0,3.0,1.0,2.0,9.0,4.0,13.0,1.0,0.0,5.0,41.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
342,342,15,13.0,10.0,0.0,6.0,0.0,7.0,1.0,4.0,1.0,1.0,7.0,7.0,14.0,1.0,0.0,2.0,31.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
343,343,15,13.0,5.0,0.0,5.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,28.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
344,344,15,13.0,8.0,0.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,4.0,0.0,2.0,27.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
345,345,15,14.0,12.0,0.0,5.0,0.0,8.0,4.0,0.0,2.0,1.0,5.0,3.0,8.0,3.0,0.0,3.0,33.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
346,346,15,14.0,9.0,0.0,5.0,0.0,6.0,4.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,28.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
347,347,15,14.0,9.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,2.0,32.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
348,348,15,15.0,13.0,0.0,6.0,0.0,5.0,3.0,0.0,0.0,0.0,7.0,8.0,15.0,2.0,0.0,2.0,33.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
349,349,15,16.0,20.0,0.0,7.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,8.0,2.0,0.0,2.0,27.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
350,350,15,17.0,10.0,0.0,8.0,0.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,4.0,0.0,3.0,30.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
351,351,15,17.0,10.0,0.0,8.0,0.0,3.0,1.0,2.0,2.0,1.0,6.0,3.0,9.0,3.0,0.0,5.0,27.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
352,352,15,17.0,10.0,0.0,7.0,0.0,7.0,3.0,2.0,1.0,0.0,4.0,6.0,10.0,2.0,0.0,5.0,37.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
353,353,15,18.0,11.0,0.0,7.0,0.0,7.0,4.0,0.0,2.0,2.0,3.0,3.0,6.0,2.0,0.0,2.0,30.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
354,354,15,18.0,10.0,0.0,8.0,0.0,2.0,2.0,1.0,1.0,0.0,5.0,2.0,7.0,3.0,0.0,2.0,34.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
355,355,15,19.0,10.0,0.0,9.0,0.0,2.0,1.0,4.0,1.0,0.0,5.0,1.0,6.0,2.0,0.0,0.0,23.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
356,356,15,20.0,11.0,0.0,9.0,0.0,2.0,2.0,0.0,1.0,2.0,6.0,4.0,10.0,3.0,0.0,3.0,23.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
357,357,15,21.0,14.0,0.0,8.0,0.0,9.0,5.0,0.0,1.0,1.0,2.0,6.0,8.0,0.0,0.0,1.0,25.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
358,358,15,21.0,11.0,0.0,9.0,0.0,6.0,3.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,21.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
359,359,15,22.0,18.0,0.0,10.0,0.0,7.0,2.0,3.0,1.0,1.0,12.0,5.0,17.0,2.0,0.0,3.0,36.0,1.0,1.0,15.0,11.0,2014.0,Duke,ACC,6.0,821.0,1620697.0,C,193.0
360,360,11,25.0,16.0,9.0,6.0,4.0,10.0,9.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,4.0,39.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
361,361,11,23.0,15.0,6.0,8.0,2.0,6.0,5.0,4.0,0.0,1.0,4.0,1.0,5.0,0.0,0.0,2.0,29.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
362,362,11,31.0,18.0,8.0,9.0,2.0,11.0,11.0,4.0,0.0,0.0,6.0,0.0,6.0,2.0,0.0,2.0,39.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
363,363,11,24.0,15.0,8.0,8.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,35.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
364,364,11,24.0,14.0,7.0,7.0,3.0,11.0,7.0,7.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,36.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
365,365,11,4.0,6.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,23.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
366,366,11,5.0,9.0,3.0,2.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,30.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
367,367,11,8.0,12.0,5.0,2.0,0.0,4.0,4.0,7.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,4.0,40.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
368,368,11,8.0,10.0,4.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,30.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
369,369,11,9.0,8.0,2.0,3.0,1.0,2.0,2.0,4.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,2.0,36.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
370,370,11,10.0,7.0,3.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,23.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
371,371,11,11.0,9.0,2.0,4.0,0.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,29.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
372,372,11,12.0,10.0,6.0,4.0,3.0,2.0,1.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,24.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
373,373,11,12.0,7.0,4.0,1.0,1.0,10.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,29.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
374,374,11,13.0,15.0,3.0,5.0,0.0,4.0,3.0,8.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,3.0,36.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
375,375,11,14.0,13.0,3.0,6.0,1.0,2.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,28.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
376,376,11,15.0,13.0,5.0,6.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,33.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
377,377,11,15.0,16.0,5.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,5.0,33.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
378,378,11,15.0,7.0,2.0,5.0,1.0,5.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,3.0,27.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
379,379,11,16.0,13.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,34.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
380,380,11,16.0,18.0,6.0,4.0,1.0,8.0,7.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,4.0,40.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
381,381,11,16.0,13.0,8.0,6.0,4.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0,36.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
382,382,11,17.0,10.0,6.0,6.0,3.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,36.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
383,383,11,17.0,11.0,5.0,5.0,2.0,5.0,5.0,6.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,27.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
384,384,11,18.0,15.0,7.0,7.0,3.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,4.0,35.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
385,385,11,18.0,18.0,5.0,7.0,1.0,4.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,6.0,37.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
386,386,11,20.0,13.0,7.0,5.0,3.0,9.0,7.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,4.0,32.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
387,387,11,21.0,13.0,4.0,6.0,3.0,8.0,6.0,5.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,36.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
388,388,11,22.0,15.0,6.0,7.0,5.0,4.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,33.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
389,389,11,22.0,18.0,7.0,9.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,35.0,1.0,1.0,11.0,1.0,2015.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
390,390,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,12.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
391,391,11,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,16.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
392,392,11,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,14.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
393,393,11,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
394,394,11,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,13.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
395,395,11,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,20.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
396,396,11,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,18.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
397,397,11,2.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,3.0,16.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
398,398,11,2.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
399,399,11,2.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,15.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
400,400,11,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,13.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
401,401,11,2.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,21.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
402,402,11,2.0,7.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,22.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
403,403,11,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
404,404,11,4.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,18.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
405,405,11,4.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,21.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
406,406,11,6.0,8.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,26.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
407,407,11,6.0,2.0,0.0,2.0,0.0,2.0,2.0,7.0,1.0,2.0,4.0,1.0,5.0,2.0,0.0,1.0,17.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
408,408,11,6.0,6.0,2.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,1.0,23.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
409,409,11,7.0,4.0,1.0,2.0,0.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,16.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
410,410,11,8.0,8.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,0.0,2.0,28.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
411,411,11,10.0,5.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,18.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
412,412,11,10.0,5.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,16.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
413,413,11,10.0,3.0,1.0,1.0,0.0,8.0,8.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,27.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
414,414,11,11.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
415,415,11,11.0,7.0,3.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,25.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
416,416,11,12.0,9.0,7.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,19.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
417,417,11,12.0,5.0,1.0,3.0,1.0,5.0,5.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,15.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
418,418,11,14.0,7.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,24.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
419,419,11,17.0,9.0,1.0,7.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,3.0,0.0,2.0,27.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
420,420,11,19.0,11.0,1.0,9.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,29.0,0.0,1.0,11.0,1.0,2014.0,Yale,Ivy League,6.0,865.0,1636485.0,None,813.0
421,421,12,25.0,10.0,2.0,5.0,0.0,19.0,15.0,0.0,2.0,3.0,5.0,1.0,6.0,4.0,0.0,2.0,34.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
422,422,12,23.0,15.0,7.0,9.0,4.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,10.0,1.0,0.0,1.0,25.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
423,423,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
424,424,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
425,425,12,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
426,426,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
427,427,12,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,19.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
428,428,12,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,14.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
429,429,12,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
430,430,12,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
431,431,12,3.0,7.0,5.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,1.0,5.0,1.0,0.0,0.0,24.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
432,432,12,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,17.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
433,433,12,5.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,1.0,15.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
434,434,12,6.0,5.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,16.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
435,435,12,6.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,0.0,1.0,13.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
436,436,12,7.0,5.0,1.0,1.0,0.0,6.0,5.0,1.0,0.0,2.0,3.0,2.0,5.0,1.0,0.0,2.0,16.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
437,437,12,8.0,9.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0,0.0,0.0,21.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
438,438,12,8.0,6.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,7.0,2.0,9.0,1.0,0.0,1.0,25.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
439,439,12,8.0,7.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,22.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
440,440,12,9.0,5.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,17.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
441,441,12,9.0,9.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,1.0,1.0,4.0,5.0,5.0,0.0,2.0,23.0,1.0,1.0,12.0,7.0,2014.0,Kansas,Big 12,6.0,25354.0,1627103.0,G,328.0
