2.048173014711036188e+00,9.718879419875344761e-01,5.742987182860729289e-01,1.865116394208344630e+00,8.137335446941595940e-01,1.624654468972316801e+00,1.318681808717736326e+00,8.403584089800564261e-02,9.599356353567873867e-01,1.802299350495364938e-01,7.602242789976195736e-01,3.905012272110488514e+00,2.386724538941367157e+00,-9.015046630226719593e-01,-1.276379084863487889e-01,-1.158113943984471428e+00,5.094151549035463855e-01,1.514792591450966064e-01,0.000000000000000000e+00,7.083290416380407795e-01,0.000000000000000000e+00.1,0.000000000000000000e+00.2,1.000000000000000000e+00,0.000000000000000000e+00.3,0.000000000000000000e+00.4,0.000000000000000000e+00.5,0.000000000000000000e+00.6,0.000000000000000000e+00.7,0.000000000000000000e+00.8,0.000000000000000000e+00.9,0.000000000000000000e+00.10,0.000000000000000000e+00.11,0.000000000000000000e+00.12,0.000000000000000000e+00.13,0.000000000000000000e+00.14,0.000000000000000000e+00.15,0.000000000000000000e+00.16,0.000000000000000000e+00.17,0.000000000000000000e+00.18,0.000000000000000000e+00.19,0.000000000000000000e+00.20,0.000000000000000000e+00.21,0.000000000000000000e+00.22,1.000000000000000000e+00.1,0.000000000000000000e+00.23,0.000000000000000000e+00.24,0.000000000000000000e+00.25,0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,0.000000000000000000e+00.30,0.000000000000000000e+00.31,1.000000000000000000e+00.2,0.000000000000000000e+00.32,0.000000000000000000e+00.33
0.04412469425846563,0.06420141667800736,1.7386226723271772,-0.04817848167937227,1.5771957027167856,-0.7683884045898913,-0.568270209969271,0.08403584089800563,-0.6288440629223506,-0.8121117790479114,-1.0581037818793453,-0.955261923595192,-1.2558080015462814,1.3088077751157063,-0.1276379084863488,-0.4892825730749271,-0.9784574990098756,-6.601563842097591,0.0,-1.9029700194990649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.04412469425846563,0.2911230480053891,1.350514687646809,-0.04817848167937227,1.5771957027167856,-0.4692580453946154,-0.568270209969271,1.1027861226615479,-0.6288440629223506,-0.8121117790479114,0.03289305464683361,-0.955261923595192,-0.41522356912605507,0.5720369624029137,-0.1276379084863488,0.8483801687441614,-0.35851055987928315,0.1514792591450966,0.0,-1.9029700194990649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.759856237277241,0.2911230480053891,0.962406702966441,0.33448049349817116,0.8137335446941596,0.7272633913864885,0.9412914049803348,1.1027861226615479,-0.6288440629223506,-0.8121117790479114,-0.3307725575285593,-0.347727649131982,-0.41522356912605507,-0.901504663022672,-0.1276379084863488,-0.4892825730749271,1.377340869686376,0.1514792591450966,0.0,-1.9029700194990649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.09902161434528944,0.7449663106601526,-0.5900252357550316,0.33448049349817116,0.05027138667153328,-1.0675187637851675,-0.9456606137066724,0.5934109817797768,-0.6288440629223506,-0.8121117790479114,0.39655866682222657,-0.347727649131982,0.14516605248742936,1.3088077751157063,-0.1276379084863488,0.17954879783461722,1.7493090331647314,0.1514792591450966,0.0,-1.2501452542147886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.6736310089865953,-1.9780932652684289,-0.9781332204353996,-1.5788143823895453,-0.713190771351093,-1.0675187637851675,-0.9456606137066724,-0.9347144408655366,-0.6288440629223506,-0.8121117790479114,-1.4217693940547382,-0.955261923595192,-1.5360028123530238,-1.638275475735465,-0.1276379084863488,-1.1581139439844712,-2.342340765097179,0.1514792591450966,0.0,-0.597320488930512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.3324414716922608,1.6526528359696797,-0.20191725107466335,1.0997984438532575,-0.713190771351093,1.9237848281675929,1.6960722124551375,-0.42533929998376563,-0.6288440629223506,-0.8121117790479114,2.214886727699192,-0.347727649131982,1.5461401065211402,1.3088077751157063,-0.1276379084863488,-0.4892825730749271,1.501330257512494,0.1514792591450966,0.0,0.7083290416380408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.09902161434528944,0.7449663106601526,1.350514687646809,-0.04817848167937227,0.8137335446941596,-0.4692580453946154,-0.568270209969271,-0.9347144408655366,0.959935635356787,-0.8121117790479114,0.03289305464683361,0.259806625331228,0.14516605248742936,-0.1647338503098791,-0.1276379084863488,-0.4892825730749271,0.13744699142519087,0.1514792591450966,0.0,0.05550427635376434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.903002545880996,0.06420141667800736,0.574298718286073,0.7171394686757144,1.5771957027167856,0.12900267299593665,0.1865105975055319,-0.42533929998376563,-0.6288440629223506,1.1725716491469844,0.39655866682222657,0.8673408997944381,0.7055556741009137,-1.638275475735465,-0.1276379084863488,-0.4892825730749271,-0.11053178422704617,0.1514792591450966,0.0,-0.2709081062883738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.18727100286222068,-0.38964184597675616,-0.9781332204353996,-0.4308374568569157,-0.713190771351093,1.0263937505817649,1.6960722124551375,0.5934109817797768,0.959935635356787,-0.8121117790479114,0.39655866682222657,0.8673408997944381,0.7055556741009137,-0.901504663022672,-0.1276379084863488,-0.4892825730749271,0.6334045427296648,0.1514792591450966,0.0,0.7083290416380408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.3324414716922608,1.198809573314916,0.962406702966441,1.0997984438532575,0.8137335446941596,0.42813303219121274,0.9412914049803348,0.5934109817797768,-0.6288440629223506,0.18022993504953647,-1.0581037818793453,-0.347727649131982,-0.9756131907395394,-1.638275475735465,-0.1276379084863488,0.8483801687441614,-0.4824999477054017,0.1514792591450966,0.0,-0.597320488930512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
